명칭,종별,전체,전화번호,도로명주소,x,y
백룡한의원,한의원,0,053-965-6955,"대구광역시 동구 동호로 83, 2층 (신서동)",128.725990878,35.866581422
송라한의원,한의원,0,053-421-7975,"대구광역시 동구 동부로 29, 2층 (신천동)",128.615642598,35.874417518
태양한의원,한의원,0,053-965-0175,"대구광역시 동구 안심로 106, 2층 (율하동)",128.696203002,35.866973410
시선당한의원,한의원,0,053-963-9475,"대구광역시 동구 율하동로24길 29, 201호 (신기동)",128.705473840,35.869634621
고려한의원,한의원,0,053-742-5415,"대구광역시 동구 송라로14길 132, 105동 101호 (신천동, 신천청아람상가)",128.621289224,35.873885735
율하 부부 한의원,한의원,0,053-965-9675,"대구광역시 동구 안심로22길 40-7, 201호 (율하동, 동흥타워)",128.694532224,35.863516105
금호한의원,한의원,11,053-985-1523,"대구광역시 동구 율하서로 30, 3,4층 (율하동)",128.692260663,35.866752602
박정철경희한의원,한의원,0,053-252-3520,"대구광역시 동구 동촌로 267, 2층 (방촌동)",128.669203909,35.880185310
동구한의원,한의원,0,053-744-7517,"대구광역시 동구 효목로 34, 2층 (효목동)",128.639860625,35.876314245
동보한의원,한의원,0,053-425-7392,"대구광역시 동구 송라로 79-1, 3층 (신천동, 동보한방병원)",128.617507458,35.874045707
대광한의원,한의원,0,053-943-3366,"대구광역시 동구 아양로50길 98, 1층 (효목동)",128.641915906,35.883065844
손한의원,한의원,0,053-721-8990,"대구광역시 동구 팔공로51길 17, 4층 (봉무동)",128.639001775,35.922855146
예화당한의원,한의원,0,053-741-7535,"대구광역시 동구 송라로 86, 2층 (신천동)",128.617775632,35.874890851
최준호한의원,한의원,0,053-953-9100,"대구광역시 동구 아양로 195, 2층 (신암동)",128.634417058,35.886078092
세종한의원,한의원,0,053-981-3366,"대구광역시 동구 팔공로51길 33, 203호 (봉무동)",128.637153001,35.922863870
명보한의원,한의원,0,053-983-8253,"대구광역시 동구 팔공로51길 31, 204호 (봉무동, 고은빌딩)",128.637746694,35.922877026
엄마한의원,한의원,0,053-965-8250,"대구광역시 동구 안심로 58, 205호 (율하동, 메디빌)",128.691966482,35.869938305
동산임한의원,한의원,0,053-963-0564,대구광역시 동구 금강로 13 (신서동),128.724782820,35.866853399
선우한의원,한의원,0,053-964-0082,"대구광역시 동구 안심로22길 46, 3층 (율하동)",128.696363946,35.863367605
방촌한의원,한의원,0,053-983-1275,대구광역시 동구 동촌로 228-1 (방촌동),128.665121862,35.881295189
신호필한의원,한의원,0,053-982-3328,대구광역시 동구 팔공로51길 15-5 (봉무동),128.639689958,35.922484323
반야월한의원,한의원,0,053-961-4326,"대구광역시 동구 율하동로24길 1, 2층 (신기동)",128.702424657,35.869972498
백세한의원,한의원,0,053-962-1075,대구광역시 동구 율하동로 109 (율하동),128.701985626,35.869405584
신천공덕한의원,한의원,0,053-423-1075,대구광역시 동구 송라로 77-1 (신천동),128.617664216,35.873891260
미래한의원,한의원,0,053-851-8273,"대구광역시 동구 송라로 142, 3층 (신암동)",128.615366127,35.879293428
용천한의원,한의원,0,053-965-7510,대구광역시 동구 반야월로26길 20 (신기동),128.701181684,35.872101545
윤한의원,한의원,0,053-965-7576,"대구광역시 동구 반야월로 360, 102동 1층 106호 (신서동, 각산역 더뉴클래스2차)",128.728258194,35.871537927
역시탑한의원,한의원,0,053-965-0121,"대구광역시 동구 경안로 855, 3층 302호 (각산동, 라온프라자)",128.713793484,35.878601336
대산한의원,한의원,0,053-476-0005,"대구광역시 동구 신암로 104, 3층 (신암동)",128.611081159,35.879865948
장생한의원,한의원,0,053-942-5858,"대구광역시 동구 송라로32길 16-1, 1,2층 (신암동)",128.616368200,35.880757933
예인한의원,한의원,0,053-964-5788,"대구광역시 동구 안심로22길 54, 1동 2층 202호 (율하동, 삼우메디빌)",128.697514844,35.863193171
김신한의원,한의원,0,053-964-8875,"대구광역시 동구 반야월북로 162, 2층 (각산동)",128.715154384,35.872904529
본초한의원,한의원,0,053-963-8600,"대구광역시 동구 금강로 107, 2층 202호 (신서동)",128.733611671,35.865095872
시원한의원,한의원,0,053-962-7510,"대구광역시 동구 메디밸리로 13, 4층 402호 (대림동)",128.749373751,35.873702645
권한의원,한의원,0,053-811-1275,"대구광역시 동구 동호로 164, 204호 (괴전동)",128.732727529,35.869395648
가온자리한의원,한의원,0,053-964-3266,"대구광역시 동구 율하서로 32, 3층 (율하동)",128.692124283,35.866534090
청송한의원,한의원,0,053-981-9090,"대구광역시 동구 동촌로 208, 2층 (방촌동)",128.663130503,35.882213635
장수한의원,한의원,0,053-753-8275,"대구광역시 동구 효목로 5, 4층 (효목동)",128.638981769,35.873847056
원석한의원,한의원,0,053-965-7582,"대구광역시 동구 반야월로 164-1, 1층 (신기동)",128.706479318,35.872345190
각산부부한의원,한의원,0,053-710-7543,대구광역시 동구 반야월북로 156 (각산동),128.714623236,35.872933880
미본한의원,한의원,0,053-795-7227,"대구광역시 동구 율하서로 22, 2층 (율하동)",128.692638333,35.867372970
경희애플한의원,한의원,0,053-962-1313,"대구광역시 동구 경안로 847, 2층 202호 (각산동)",128.713662920,35.877902051
명가본한의원,한의원,0,053-794-1111,"대구광역시 동구 금강로 5, 2층 (신서동)",128.724497423,35.867363746
오늘은한의원,한의원,0,053-754-8875,"대구광역시 동구 효목로 36, 2층 (효목동)",128.639839701,35.876584974
나이스한의원,한의원,0,053-958-1115,"대구광역시 동구 아양로 81, 3층 301호 (신암동)",128.622724143,35.883389824
바른숲한의원,한의원,0,053-985-1075,"대구광역시 동구 동촌로 242, 방촌동우체국 4층 403호 (방촌동)",128.666092938,35.880881935
이시아한방병원,한방병원,37,053-957-7700,대구광역시 동구 팔공로242-13(봉무동),128.643125648,35.920935353
현대치과의원,치과의원,0,053-942-2517,대구광역시 동구 신암로 86-1 (신암동),128.610013134,35.878713717
동아치과의원,치과의원,0,053-942-1594,대구광역시 동구 아양로 70 (신암동),128.621629812,35.882538384
김홍정치과의원,치과의원,0,053-953-8003,대구광역시 동구 아양로 199 (신암동),128.634512055,35.886321518
김대홍치과의원,치과의원,0,053-423-2675,"대구광역시 동구 동부로 1, 101동 210호 (신천동, 신천주공아파트 상가)",128.614160028,35.874392685
하치과의원,치과의원,0,053-963-2875,대구광역시 동구 반야월로 200 (동호동),128.710247290,35.872013753
연합치과후치과의원,치과의원,0,053-938-2804,"대구광역시 동구 동촌로 231, 4,5층 (방촌동)",128.665870406,35.881654156
우명수치과의원,치과의원,0,053-981-4928,대구광역시 동구 팔공로 141 (불로동),128.640771733,35.911416482
조남재치과의원,치과의원,0,053-942-9913,"대구광역시 동구 아양로 235, 1,2층 (신암동)",128.638486127,35.886908911
효목치과의원,치과의원,0,053-952-8228,대구광역시 동구 아양로50길 135 (효목동),128.643288126,35.881716050
김찬민치과의원,치과의원,0,053-955-6945,대구광역시 동구 아양로 65-5 (신암동),128.621002895,35.882871939
김영세치과의원,치과의원,0,053-962-1497,"대구광역시 동구 반야월로36길 62, 1층 (신기동)",128.707435127,35.869559373
송건선치과의원,치과의원,0,053-751-2875,대구광역시 동구 송라로 86 (신천동),128.617775632,35.874890851
공항치과의원,치과의원,0,053-984-0077,"대구광역시 동구 해동로 25, 2층 (지저동)",128.637870394,35.895600266
화이트플러스치과의원,치과의원,0,053-421-2875,"대구광역시 동구 송라로 87, 2층 (신천동)",128.617205691,35.874813545
조앤조연합치과의원,치과의원,0,053-953-2765,"대구광역시 동구 아양로 81, 302호 (신암동)",128.622724143,35.883389824
건강더하기치과의원,치과의원,0,053-941-3087,"대구광역시 동구 아양로 45, 2,3층 (신암동)",128.618988572,35.882303520
안정근치과의원,치과의원,0,053-753-2500,대구광역시 동구 효신로 30 (효목동),128.634527264,35.874728281
동대구치과의원,치과의원,0,053-981-4592,대구광역시 동구 해동로 19 (지저동),128.638014938,35.896393581
엠치과의원,치과의원,0,053-951-0015,"대구광역시 동구 아양로 49, 2,3층 (신암동)",128.619323780,35.882403682
방촌연합치과의원,치과의원,0,053-985-4081,"대구광역시 동구 동촌로 228-1, 6층 (방촌동)",128.665121862,35.881295189
가인치과의원,치과의원,0,053-964-2875,대구광역시 동구 율하동로23길 2 (신기동),128.701769766,35.870035749
김경예치과의원,치과의원,0,053-743-8102,대구광역시 동구 동부로30길 61 (신천동),128.629302309,35.871758907
함께하는치과위드치과의원,치과의원,0,053-983-4183,"대구광역시 동구 동촌로 229, 3층 (방촌동)",128.665654885,35.881638677
동구부부치과의원,치과의원,0,053-753-3026,"대구광역시 동구 화랑로25길 13, 2층 (효목동)",128.640337743,35.875391327
예동진치과의원,치과의원,0,053-959-2875,대구광역시 동구 아양로 35 (신암동),128.617818272,35.882069943
사공억치과의원,치과의원,0,053-754-7533,"대구광역시 동구 효신로 27, A동 2층 (신천동)",128.634100078,35.874474896
팔공부부치과의원,치과의원,0,053-981-0803,"대구광역시 동구 팔공로101길 55, 3층 302호 (지묘동, 보성2차아파트상가)",128.641194133,35.940899579
미소진치과의원,치과의원,0,053-985-2212,"대구광역시 동구 해동로 49-1, 3층 (지저동)",128.637706848,35.893468355
우상효치과의원,치과의원,0,053-984-9552,"대구광역시 동구 동촌로 228, 5층 (방촌동)",128.664958152,35.881366615
진로치과의원,치과의원,0,053-953-7528,대구광역시 동구 아양로 208-1 (효목동),128.635869375,35.885736517
안심치과의원,치과의원,0,053-961-2275,대구광역시 동구 안심로73길 22 (신서동),128.725460919,35.871514993
강촌치과의원,치과의원,0,053-984-2875,"대구광역시 동구 화랑로80길 8, 147동 205호 (방촌동, 우방강촌마을상가)",128.668234547,35.875944621
세명치과의원,치과의원,0,053-964-2804,"대구광역시 동구 율하동로24길 19, 2층 (신기동)",128.704469476,35.869789061
LA남경치과의원,치과의원,0,053-958-2875,"대구광역시 동구 아양로 178, 3층 (신암동, 동창빌딩)",128.632565730,35.885399559
동호푸른치과의원,치과의원,0,053-965-2275,대구광역시 동구 동호로 83 (신서동),128.725990878,35.866581422
동대구박치과의원,치과의원,0,053-941-4397,대구광역시 동구 아양로 191 (신암동),128.634058996,35.885993068
한국건강관리협회건강증진치과의원,치과의원,0,053-755-5385,"대구광역시 동구 장등로 16, 4층 (신천동)",128.623542978,35.868745259
고운니치과의원,치과의원,0,053-985-2804,"대구광역시 동구 팔공로 153, 3층 (불로동)",128.640806871,35.912441060
바른치과의원,치과의원,0,053-981-7275,대구광역시 동구 동촌로 204 (방촌동),128.662824129,35.882373431
수진치과의원,치과의원,0,053-963-6668,대구광역시 동구 반야월로 102 (율하동),128.699428208,35.873170115
이사랑부부치과의원,치과의원,0,053-981-0275,대구광역시 동구 파계로6길 46 (지묘동),128.639157667,35.941284860
한길치과의원,치과의원,0,053-985-6562,"대구광역시 동구 동촌로 133, 201호 (검사동)",128.656067651,35.885470590
정다운치과의원,치과의원,0,053-254-2833,"대구광역시 동구 동부로 26, 3층 301호 (신천동, 신천휴먼시아5단지상가)",128.615161200,35.873758233
동구이편한치과의원,치과의원,0,053-755-7143,"대구광역시 동구 효목로 5, 6층 (효목동)",128.638981769,35.873847056
신암수치과의원,치과의원,0,053-939-0205,대구광역시 동구 아양로 48 (신암동),128.619339680,35.881873319
동구즐거운치과의원,치과의원,0,053-755-2878,"대구광역시 동구 효목로 45, 2층 (효목동)",128.639671136,35.877458869
송재학의미치과의원,치과의원,0,053-965-2875,"대구광역시 동구 동호로 75, 301호 (신서동, 동호골든프라자)",128.725075244,35.866356295
동아연합치과의원,치과의원,0,053-753-8164,대구광역시 동구 동부로 76 (신천동),128.620655257,35.875018115
동대구미치과의원,치과의원,0,053-959-0275,대구광역시 동구 아양로39길 6 (신암동),128.634925837,35.886422047
홍치과의원,치과의원,0,053-759-0028,"대구광역시 동구 효목로 71, 2층 (효목동)",128.641120864,35.879431074
동호삼성치과의원,치과의원,0,053-962-7528,"대구광역시 동구 금강로 9, 경원빌딩 3층 (신서동)",128.724633065,35.867062679
신기행복을심는치과의원,치과의원,0,053-964-2755,"대구광역시 동구 반야월로28길 66, 5층 (신기동)",128.703405825,35.869896823
정동곤치과의원,치과의원,0,053-965-2804,"대구광역시 동구 반야월로 100, 3층 (율하동)",128.699262379,35.873158748
이지미치과의원,치과의원,0,053-983-2875,"대구광역시 동구 화랑로 412, 2층 (방촌동)",128.668771266,35.876285782
에스치과의원,치과의원,0,053-964-0275,"대구광역시 동구 안심로 366, 3층 (신서동)",128.724368456,35.867763931
제니스치과의원,치과의원,0,053-742-2875,"대구광역시 동구 동대구로 413, 6층 (신천동)",128.626154888,35.867271803
박치과의원,치과의원,0,053-941-4291,"대구광역시 동구 신암로 94-2, 2층 (신암동)",128.610476408,35.879220007
동구우리치과의원,치과의원,0,053-743-5575,"대구광역시 동구 화랑로 109, 1층 (효목동)",128.638533307,35.873268307
훈치과의원,치과의원,0,053-983-0275,대구광역시 동구 동촌로 270 (방촌동),128.669056899,35.879670916
수연합치과의원,치과의원,0,053-964-7528,"대구광역시 동구 안심로22길 40, 303호 (율하동)",128.695670300,35.863358005
강성치과의원,치과의원,0,053-944-2080,"대구광역시 동구 신암로 98, 4층 (신암동)",128.610806618,35.879434271
강남치과의원,치과의원,0,053-954-0808,"대구광역시 동구 신암로 100, 501호 (신암동, 강남메디칼빌딩)",128.611015467,35.879653880
신천수치과의원,치과의원,0,053-768-7528,"대구광역시 동구 송라로 81, 3층 (신천동)",128.617514937,35.874244971
니즈연합치과의원율하점,치과의원,0,053-963-2804,"대구광역시 동구 안심로22길 56, 2층 (율하동, 느티타워)",128.697810764,35.863146332
동호아름다운치과의원,치과의원,0,053-963-8675,"대구광역시 동구 안심로 402, 119동 201호 (신서동, 영조아름다운나날1단지상가)",128.728384700,35.868917372
동대구리더스치과의원,치과의원,0,053-965-2080,"대구광역시 동구 안심로22길 60, 3층 (율하동, 동흥타워)",128.698366099,35.863096733
스마일100치과의원,치과의원,0,053-607-2787,"대구광역시 동구 안심로 80, 3층 (율하동, 롯데쇼핑프라자)",128.693273258,35.868430753
호광치과의원,치과의원,0,053-961-2080,"대구광역시 동구 반야월로 229, 5층 (동호동)",128.713545458,35.872266940
더베스트치과의원,치과의원,0,053-956-2119,"대구광역시 동구 아양로 198, 3층 (효목동)",128.634726556,35.885606518
명플란트치과의원,치과의원,0,053-963-0369,"대구광역시 동구 안심로 106, 3층 (율하동)",128.696203002,35.866973410
예손치과의원,치과의원,0,053-981-2875,"대구광역시 동구 동촌로 225, 2층 (방촌동)",128.665060483,35.881909167
새론치과의원,치과의원,0,053-965-7522,"대구광역시 동구 안심로22길 40-7, 302호 (율하동, 동흥타워)",128.694532224,35.863516105
플랜트치과의원,치과의원,0,053-942-0007,"대구광역시 동구 안심로22길 46, 302호 (율하동)",128.696363946,35.863367605
이고은치과의원,치과의원,0,053-961-7582,"대구광역시 동구 안심로41길 37, 2층 (서호동)",128.708315497,35.869488918
이원치과의원,치과의원,0,053-944-2828,"대구광역시 동구 아양로 46, 4층 (신암동)",128.619144338,35.881811775
이시아 치과의원,치과의원,0,053-983-7585,"대구광역시 동구 팔공로51길 17, 302호(일부), 303호 (봉무동)",128.639001775,35.922855146
새한치과의원,치과의원,0,053-743-6146,"대구광역시 동구 국채보상로 771, 3층 (신천동)",128.615292597,35.868293240
율하예미송키즈치과의원,치과의원,0,053-965-2876,"대구광역시 동구 안심로 58, 2층 (율하동, 율하메드빌빌딩)",128.691966482,35.869938305
애플치과의원,치과의원,0,053-983-2275,"대구광역시 동구 팔공로51길 33, 4층 404호 (봉무동, 이스트애플)",128.637153001,35.922863870
기분좋은치과의원,치과의원,0,053-986-2875,"대구광역시 동구 팔공로 259, 프라임빌딩 502호 (봉무동)",128.640807389,35.922074079
365열린치과의원,치과의원,0,053-965-7528,"대구광역시 동구 안심로 389-2, 2층 (신서동)",128.727433763,35.870865816
미소드림치과의원,치과의원,0,053-952-2882,"대구광역시 동구 신암로 80, 5층 (신암동)",128.609387568,35.878268107
사랑치과의원,치과의원,0,053-952-1955,"대구광역시 동구 파계로 71, 202호 (지묘동, 팔공보성3차아파트상가)",128.635666923,35.940549460
더큰치과의원,치과의원,0,053-964-2885,"대구광역시 동구 경안로 855, 라온프라자 402호, 403호 (각산동)",128.713793484,35.878601336
율하연합치과의원,치과의원,0,053-953-0011,대구광역시 동구 안심로 58 (율하동),128.691966482,35.869938305
바오치과의원,치과의원,0,053-965-5585,대구광역시 동구 경안로 848 (각산동),128.714349962,35.877820664
더샵치과의원,치과의원,0,053-986-2275,대구광역시 동구 팔공로51길 15-5 (봉무동),128.639689958,35.922484323
경대연합치과의원,치과의원,0,053-982-2882,대구광역시 동구 동촌로 230 (방촌동),128.665252510,35.881257087
한영빈치과의원,치과의원,0,053-815-2875,"대구광역시 동구 동화천로77길 2, 다올빌딩 3층 (지묘동)",128.630967222,35.942012454
엠치과의원,치과의원,0,053-962-8484,"대구광역시 동구 안심로22길 40-5, 2층 (율하동)",128.694847472,35.863471361
불로치과의원,치과의원,0,053-324-2875,대구광역시 동구 팔공로 127 (불로동),128.640686877,35.910226478
방촌탑치과의원,치과의원,0,053-985-2441,"대구광역시 동구 동촌로 227, 2층 (방촌동, 농협)",128.665486112,35.881751153
동대구신세계치과의원,치과의원,0,053-756-8275,"대구광역시 동구 동부로 154, 2층 (신천동)",128.629178890,35.877040526
엔와이(NY)라임치과의원,치과의원,0,053-962-2279,"대구광역시 동구 메디밸리로 19, 4층 402호 (대림동)",128.749305828,35.874320266
해브치과의원,치과의원,0,053-555-7374,"대구광역시 동구 동부로22길 2, 302호 (신천동)",128.626750500,35.876217260
자연치과의원,치과의원,0,053-957-0011,"대구광역시 동구 아양로 243-1, 제생빌딩 3층 (신암동)",128.639451637,35.887309562
하늘담은치과의원,치과의원,0,053-963-7528,"대구광역시 동구 이노밸리로 166, 4층 402호 (각산동)",128.715315151,35.878485805
편안미치과의원,치과의원,0,053-752-9313,"대구광역시 동구 동대구로 432, 국제오피스텔건물 10층 1001호 (신천동)",128.626767662,35.868977477
신서밝은미소치과의원,치과의원,0,053-962-2879,"대구광역시 동구 반야월로 370, 2층 201,202,203호 (신서동, 신서동 신일해피트리)",128.729604277,35.870532476
서울한스치과의원,치과의원,0,053-216-3636,"대구광역시 동구 동부로30길 12, 3층 (신천동)",128.628591291,35.876212975
신세계치과의원,치과의원,0,053-710-2090,"대구광역시 동구 동촌로 242, 방촌동우체국 7층 701호 (방촌동)",128.666092938,35.880881935
동구소나무치과의원,치과의원,0,053-759-7528,"대구광역시 동구 동부로 88, 2층 (신천동)",128.622123680,35.875429823
율하탄탄치과의원,치과의원,0,053-716-7528,"대구광역시 동구 안심로16길 47, 율하동 타임스퀘어 4층 405~406호 (율하동)",128.693758633,35.863283419
이룸치과의원,치과의원,0,053-986-0028,"대구광역시 동구 동화천로 390, GH메디컬타워 2층 201,202호 (지묘동)",128.630187057,35.942816410
박준호내과의원,의원,0,053-425-5445,"대구광역시 동구 송라로 81, 2층 (신천동)",128.617514937,35.874244971
순천의원,의원,0,053-962-0011,대구광역시 동구 반야월로 196 (서호동),128.709727408,35.872059131
한민내과의원,의원,0,053-752-8577,대구광역시 동구 송라로 32 (신천동),128.620194405,35.870225986
청구정형외과의원,의원,0,053-424-5789,대구광역시 동구 송라로 5 (신천동),128.618699858,35.868421026
낙타정형외과의원,의원,5,053-756-3000,대구광역시 동구 국채보상로 867 (신천동),128.625687825,35.867332922
한국한센복지협회대구경북지부부설복지피부과의원,의원,0,053-755-2426,대구광역시 동구 장등로 60 (신천동),128.624260463,35.872778991
안태수외과의원,의원,0,053-754-6226,대구광역시 동구 효신로 24 (효목동),128.634717561,35.874133917
한국건강관리협회 건강증진의원,의원,29,053-757-0500,대구광역시 동구 장등로 16 (신천동),128.623542978,35.868745259
권비뇨기과의원,의원,0,053-954-5523,대구광역시 동구 아양로 27 (신암동),128.616917879,35.881891194
이용재내과의원,의원,0,053-756-2882,대구광역시 동구 화랑로 111 (효목동),128.638732898,35.873302464
제일영상의학과의원,의원,0,053-756-0161,"대구광역시 동구 동대구로 448, 2,3층 (신천동)",128.626363023,35.870283978
다인연합의원,의원,0,053-252-0588,"대구광역시 동구 송라로11길 39, 1층 102호 (신천동, 신천휴먼시아6단지 상가)",128.616630553,35.871444436
권내과의원,의원,0,053-984-0166,대구광역시 동구 동촌로 212 (방촌동),128.663401257,35.882104289
이안과의원,의원,0,053-958-3239,대구광역시 동구 아양로 178 (신암동),128.632565730,35.885399559
장원삼이비인후과의원,의원,0,053-959-5454,"대구광역시 동구 아양로 202, 현대빌딩 1층 (효목동)",128.635174307,35.885688920
파티마연합내과의원,의원,0,053-941-1557,대구광역시 동구 아양로 51-1 (신암동),128.619750654,35.882467678
제일신경외과의원,의원,18,053-959-0551,대구광역시 동구 아양로 167 (신암동),128.631272745,35.885826882
장명수이비인후과의원,의원,0,053-985-5209,"대구광역시 동구 동촌로 230, 2층 (방촌동)",128.665252510,35.881257087
한국신경외과의원,의원,29,053-964-3337,대구광역시 동구 반야월로 63 (용계동),128.695620849,35.873914113
허진호안과의원,의원,0,053-981-6220,"대구광역시 동구 동촌로 228-1, 3층 (방촌동)",128.665121862,35.881295189
한비뇨기과의원,의원,0,053-963-1913,대구광역시 동구 반야월로 110 (율하동),128.700393055,35.873097376
옥동연합소아과의원,의원,0,053-985-5741,대구광역시 동구 동촌로 228-1 (방촌동),128.665121862,35.881295189
이앤김연합내과의원,의원,0,053-964-3370,"대구광역시 동구 율하동로23길 2, 4층 (신기동)",128.701769766,35.870035749
박창순내과의원,의원,0,053-981-5070,대구광역시 동구 동촌로 229 (방촌동),128.665654885,35.881638677
전내과의원,의원,0,053-756-8444,대구광역시 동구 효목로 41 (효목동),128.639426883,35.877172562
강동의원,의원,0,053-964-3666,대구광역시 동구 율하동로27길 1 (신기동),128.702343941,35.871718100
최관수소아과의원,의원,0,053-943-0100,대구광역시 동구 아양로 183-1 (신암동),128.633314265,35.885879621
예가정의학과의원,의원,0,053-954-3376,대구광역시 동구 아양로50길 116 (효목동),128.642390834,35.882365733
곽소아과의원,의원,0,053-981-7416,대구광역시 동구 해동로 17 (지저동),128.638044207,35.896707869
현대의원,의원,0,053-961-1326,대구광역시 동구 반야월로 228 (동호동),128.713467668,35.871888529
노비뇨기과의원,의원,0,053-942-3331,"대구광역시 동구 아양로 183-1, 3층 (신암동)",128.633314265,35.885879621
동대구가정의학과의원,의원,0,053-954-2458,"대구광역시 동구 아양로 187, 2층 (신암동)",128.633596866,35.885936245
성모내과의원,의원,0,053-981-5307,"대구광역시 동구 팔공로101길 55, 107,108호 (지묘동, 보성2차 208동 상가)",128.641194133,35.940899579
길비뇨기과의원,의원,0,053-984-9611,대구광역시 동구 동촌로 226 (방촌동),128.664677693,35.881532118
송가정의학과의원,의원,0,053-957-3553,"대구광역시 동구 파계로6길 32, 2층 (지묘동, 노블하이츠상가)",128.640045800,35.940313250
신세계외과의원,의원,0,053-984-6551,대구광역시 동구 팔공로 170 (불로동),128.641345905,35.913941472
반야월정형외과소아과의원,의원,28,053-962-7277,대구광역시 동구 반야월로 96 (율하동),128.698934933,35.873225262
유정형외과의원,의원,0,053-742-9690,"대구광역시 동구 화랑로 85, 영신빌딩 1층, 2층, 3층 (효목동)",128.636116777,35.872584924
이종화안과의원,의원,0,053-964-2445,"대구광역시 동구 반야월로 108, 2,3층 (율하동)",128.700229744,35.873113442
삼성내과의원,의원,0,053-745-2122,대구광역시 동구 동부로 72 (신천동),128.620368648,35.875013155
신세계가정의학과의원,의원,0,053-983-0006,대구광역시 동구 동촌로 45 (입석동),128.647851501,35.889933258
이가정의학과의원,의원,0,053-981-7477,"대구광역시 동구 해동로 19, 2층 (지저동)",128.638014938,35.896393581
건강한신규창내과의원,의원,0,053-942-4949,"대구광역시 동구 아양로 199, 2층,3층 (신암동)",128.634512055,35.886321518
동대구 제통마취과의원,의원,0,053-958-5378,"대구광역시 동구 아양로 200, 2층 (효목동, 성원빌딩)",128.634930574,35.885630785
세종연합의원,의원,29,053-983-7500,대구광역시 동구 팔공로 145 (불로동),128.640713357,35.911811228
한사랑의원,의원,0,053-962-5791,"대구광역시 동구 동촌로 242, 다산빌딩 7층 702호 (방촌동)",128.666092938,35.880881935
청구제일내과의원,의원,0,053-428-2997,"대구광역시 동구 송라로 3, 2층 (신천동, 한일빌딩)",128.618496732,35.868267533
김희수비뇨기과의원,의원,0,053-756-8852,대구광역시 동구 화랑로 111 (효목동),128.638732898,35.873302464
대경통증의학과의원,의원,0,053-941-7582,"대구광역시 동구 팔공로 259, 201호 (봉무동)",128.640807389,35.922074079
제일내과의원,의원,0,053-955-4567,대구광역시 동구 아양로50길 114 (효목동),128.642291989,35.882497552
현대외과의원,의원,0,053-942-3993,대구광역시 동구 아양로 236 (효목동),128.638801521,35.886501023
한아름산부인과의원,의원,0,053-958-8500,대구광역시 동구 아양로 251 (신암동),128.640160178,35.887644902
노태용정신과의원,의원,0,053-956-7070,대구광역시 동구 아양로 202 (효목동),128.635174307,35.885688920
구성모 내과의원,의원,0,053-753-7585,대구광역시 동구 효목로 21 (효목동),128.639241101,35.875070680
방촌파티마통증의학과의원,의원,0,053-985-6777,"대구광역시 동구 동촌로 214, 3층 (방촌동)",128.663462440,35.881971253
신서제일의원,의원,0,053-963-0320,대구광역시 동구 반야월로 371 (신서동),128.729334810,35.871943637
안심가정연합의원,의원,0,053-964-6855,대구광역시 동구 반야월로 373 (신서동),128.729538464,35.871945065
우리미(美)의원,의원,0,053-983-0707,"대구광역시 동구 동촌로 228-1, 5층 (방촌동)",128.665121862,35.881295189
반야월연합의원,의원,15,053-964-5119,대구광역시 동구 반야월로 223 (동호동),128.713058344,35.872245591
김성철제통마취과의원,의원,0,053-745-8787,대구광역시 동구 화랑로 111 (효목동),128.638732898,35.873302464
강수희의원,의원,0,053-252-7582,대구광역시 동구 송라로 81 (신천동),128.617514937,35.874244971
장이비인후과의원,의원,0,053-742-7272,"대구광역시 동구 신암로 80, 201호 (신암동, 강산해피타워)",128.609387568,35.878268107
서해진소아청소년과의원,의원,0,053-423-1953,대구광역시 동구 국채보상로 801 (신천동),128.618276607,35.868129161
신암정형외과의원,의원,26,053-939-7582,대구광역시 동구 아양로 68 (신암동),128.621486328,35.882400256
제일연합소아청소년과의원,의원,28,053-986-8275,"대구광역시 동구 안심로 54, 지하1,지상4,5층층 (율하동)",128.691643992,35.870268165
참편한내과의원,의원,0,053-953-7588,대구광역시 동구 아양로 69 (신암동),128.621574858,35.882909234
이광연합의원,의원,0,053-941-3382,대구광역시 동구 아양로 37 (신암동),128.618279337,35.882151030
송이비인후과의원,의원,0,053-954-7575,"대구광역시 동구 아양로 45, 1층 (신암동)",128.618988572,35.882303520
대구가톨릭정형외과의원,의원,26,053-986-7582,대구광역시 동구 동촌로 210 (방촌동),128.663242020,35.882147983
무성비뇨기과의원,의원,0,053-983-4455,"대구광역시 동구 동촌로 228, 2층 (방촌동)",128.664958152,35.881366615
손수호내과의원,의원,0,053-939-8275,"대구광역시 동구 아양로 48, 2층 (신암동)",128.619339680,35.881873319
성모신경정신과의원,의원,0,053-959-9856,대구광역시 동구 아양로 48 (신암동),128.619339680,35.881873319
신암카톨릭비뇨기과의원,의원,0,053-939-0075,대구광역시 동구 아양로 48 (신암동),128.619339680,35.881873319
로사산부인과의원,의원,0,053-756-5430,대구광역시 동구 화랑로 87 (효목동),128.636407416,35.872677095
심보성이비인후과의원,의원,0,053-961-7575,"대구광역시 동구 동호로 75, 302호 (신서동, 골든프라자)",128.725075244,35.866356295
강긍모제통마취통증의학과의원,의원,0,053-742-7582,대구광역시 동구 동부로 54 (신천동),128.618438605,35.874590625
백효종내과의원,의원,0,053-958-5555,대구광역시 동구 아양로 61 (신암동),128.620674077,35.882756780
